filename,mfcc_mean1,mfcc_mean2,mfcc_mean3,mfcc_mean4,mfcc_mean5,mfcc_mean6,mfcc_mean7,mfcc_mean8,mfcc_mean9,mfcc_mean10,mfcc_mean11,mfcc_mean12,mfcc_mean13,mfcc_mean14,mfcc_mean15,mfcc_mean16,mfcc_mean17,mfcc_mean18,mfcc_mean19,mfcc_mean20,mfcc_std1,mfcc_std2,mfcc_std3,mfcc_std4,mfcc_std5,mfcc_std6,mfcc_std7,mfcc_std8,mfcc_std9,mfcc_std10,mfcc_std11,mfcc_std12,mfcc_std13,mfcc_std14,mfcc_std15,mfcc_std16,mfcc_std17,mfcc_std18,mfcc_std19,mfcc_std20,cent_mean,cent_std,cent_skew,rolloff_mean,rolloff_std,label
334.wav,-438.40793,127.90293,-34.99634,33.145973,14.984641,-45.119102,-0.09974436,-0.47055537,-30.942663,-4.2865396,-4.0566545,-15.537335,2.2116873,-4.4769897,-10.146164,3.6792629,-3.4035957,-8.414158,-0.4084105,-5.3344755,103.65229,71.02448,30.936357,35.98205,25.637007,19.517538,18.567636,10.718986,13.911947,11.9309225,8.128951,6.6488,8.041653,6.966531,6.7726345,6.13703,6.4073763,7.1591353,4.6526456,7.716769,1457.660294736551,661.0334371813387,1.0948799910857676,2579.3701171875,794.4521164097584,D:\datasets\Adults
335.wav,-349.29233,133.553,-1.1498357,54.143223,-18.097023,6.5006237,-5.0025663,-5.3378,-0.76247585,4.234866,-1.5283035,0.011254311,-0.29482773,0.78577566,6.156124,-6.1266413,6.551258,-3.6946263,-1.297477,-1.3076453,76.19389,45.33595,31.039024,31.21947,28.41649,20.75307,16.712143,16.280256,14.021996,10.894117,7.868607,9.79744,9.109627,7.9049187,8.3641815,9.694443,8.340551,7.284832,9.173961,9.994784,1358.7901261665659,1046.7983097220936,1.8604286641892835,2516.9306137982535,1949.4860343088294,D:\datasets\Adults
336.wav,-352.36517,121.755875,-25.190828,27.870728,-0.8621894,12.1812935,-28.382307,-11.340192,-1.6212753,-13.166932,-4.4071236,-5.247051,-9.044921,-5.5305696,3.9724584,-10.456687,-1.8006531,-1.8323196,-7.058521,-5.208243,101.47387,38.695198,29.366241,23.6082,15.597863,13.874932,22.19353,11.91685,7.9559417,11.016842,5.7413044,7.401122,9.341184,6.865324,6.3662806,9.694587,8.317507,5.637271,6.1385975,4.9798546,1625.1527552278885,751.3619473800816,2.290337055787854,3108.9558919270835,1277.0635394659573,D:\datasets\Adults
337.wav,-297.16614,122.89268,-8.965456,70.33124,-20.806507,15.090053,-32.21194,12.003816,-14.193854,-16.965187,-1.7870306,-20.054089,5.8071313,-17.296692,1.8793317,-3.1797779,-7.1343822,-5.4656553,1.3417978,-3.5353777,79.61646,50.623074,31.922388,26.760206,24.713776,21.59037,17.003078,16.4443,11.849207,10.399651,10.478284,11.769698,10.067123,7.9838414,9.728055,10.412642,9.432175,7.8812537,6.9626555,7.3661976,1918.6143756246363,1117.4823101740365,1.2610648546955188,3770.8028157552085,1844.6006992459768,D:\datasets\Adults
338.wav,-382.74835,83.68465,-41.847214,66.86029,-30.50874,-15.40017,-11.0112705,-7.248266,-11.99575,-24.393656,-11.210413,-6.6353207,-0.49132338,-13.795944,-5.795045,-10.941046,-8.541291,-2.4107916,-4.688241,2.5029118,75.49123,36.410942,26.679405,24.890257,30.854397,22.086481,8.246821,12.309303,14.467031,10.484138,10.128573,7.496305,10.267352,7.6583967,7.127798,7.315312,10.2428255,7.99618,5.590336,5.5605364,2020.4694448880978,1016.8541841275818,0.5437626934770209,3604.4189453125,1318.7532266694861,D:\datasets\Adults
339.wav,-247.88254,147.57765,-8.597938,34.929276,-8.787035,7.566599,-2.9754028,8.549982,-14.44709,3.3033888,-7.824743,-2.3810732,15.437508,-10.981453,11.4111805,0.4996845,-6.3005996,-0.4960581,0.49506032,-7.024549,87.4771,40.738686,31.912415,26.48017,21.73301,15.7210455,13.756538,15.874036,13.915108,10.275097,12.80844,7.317861,10.485888,9.693081,8.437108,8.507191,8.264179,7.1049957,5.910442,7.982604,1314.8105465021304,779.7330243699965,2.480593880170125,2519.574764476103,1452.7026066383778,D:\datasets\Adults
34.wav,-324.10358,79.55343,-49.511955,47.5163,-19.853964,15.416001,-33.382282,1.7264832,-23.265038,-0.13080631,-4.65412,-22.320549,4.2782335,-12.669803,-1.100844,-14.023274,1.3635243,-7.13152,2.6605384,-4.0218678,94.60899,37.985554,24.674479,25.734324,20.544716,13.907999,10.779128,12.205169,14.279751,7.2929454,8.07272,11.117791,7.583514,6.637058,7.097587,6.1651993,7.8637967,3.904533,5.3275886,5.4443774,2801.0798335311056,937.5026177141247,0.9493537961411176,4966.440054086538,1180.1891104649171,D:\datasets\Adults
340.wav,-354.64243,163.76094,-42.896515,-9.593798,26.13928,-28.009888,-28.526848,-5.3794837,-17.480804,-12.764404,-1.4717175,-11.329508,-11.0700865,-2.1837332,-1.7054712,-0.5473876,-0.92612565,-4.297647,-2.1653807,-2.3752775,89.530396,69.4549,30.181217,23.440529,13.335023,16.813862,8.671909,13.972195,16.513596,10.183869,9.650888,10.057069,7.710098,7.1580276,5.62518,6.4325647,5.042006,4.4294534,3.7538767,4.0871873,1106.9058436601722,480.89516305441634,1.1282070647895257,1795.017827943314,591.3513951866781,D:\datasets\Adults
341.wav,-510.09924,149.29004,-41.991596,42.093044,30.30311,-12.9351225,22.457571,-8.754304,-22.312922,2.479744,-17.818789,-11.438694,1.8882099,-10.45358,5.6659255,7.544221,-6.394858,7.430001,7.8795643,-0.50313866,64.7313,33.357388,30.085629,21.143526,17.512074,12.745811,12.568039,13.898732,11.705661,9.9692135,14.301362,11.325854,7.287162,8.332626,6.8701477,6.6436906,6.05603,7.115701,6.048283,4.6673403,1146.7292248476415,430.1310142616666,1.4080442916033513,2408.9543523015204,736.8615714448638,D:\datasets\Adults
342.wav,-310.42505,152.8759,-1.8794465,38.426723,-9.516774,20.285538,-5.616738,4.961584,5.8727283,-7.725588,5.083499,-5.9642262,-0.93110234,-5.493357,-1.8460528,-5.111374,-5.663533,-0.816542,-5.7505655,-4.717759,66.98156,31.096493,27.4222,24.471052,22.17796,16.495506,18.280708,8.943073,7.4439735,8.472627,9.413301,6.8514104,6.1782675,7.9032955,6.466785,6.6515503,7.8685236,6.2072873,8.095064,8.606006,1204.3163724208036,754.7919489883681,2.140133989486509,2326.535931755515,1509.9527722792418,D:\datasets\Adults
343.wav,-411.3929,120.86402,-24.35367,56.813416,-27.92158,-2.543018,-30.636599,-9.035676,-21.29229,-16.079496,-7.3879423,-11.209366,-5.209093,-15.736911,4.6898627,-13.692504,-3.463854,-3.830124,-5.0435243,-2.1384013,56.980457,41.73897,24.102158,27.606222,23.331984,16.346087,13.026197,11.080581,11.682611,5.9615836,7.667067,8.362145,6.807959,7.5570836,5.685472,6.6275177,7.4218283,5.4223037,5.605298,4.0052185,1668.400093950945,923.9780685264645,1.3452591956914646,3254.450017755682,1553.598419873676,D:\datasets\Adults
344.wav,-222.5816,139.74045,-37.61558,45.874634,-4.257499,8.33166,-7.934891,21.813463,-21.039389,12.096049,-0.18209504,-0.87249345,6.469006,-3.8703413,12.565597,-12.181063,8.170073,-7.284518,6.1155767,-6.409268,66.3638,24.206228,32.130993,25.38031,17.637434,28.517475,14.277068,11.224117,18.197863,11.7555685,12.523084,9.187976,9.687935,8.734631,8.058435,6.9972615,9.1439,7.541954,9.234806,6.958551,1690.5267860920083,620.6987867594385,1.2974887922626073,3229.332478841146,1177.9273673483458,D:\datasets\Adults
345.wav,-223.7969,93.06884,-22.128683,51.657043,-33.879642,20.984446,-42.738873,-17.447584,-29.15522,-14.396043,-6.5522995,-19.155235,-6.3682036,-13.866575,4.062754,-15.344564,-3.4139764,-5.9558544,1.3833313,-4.229643,68.56111,43.95735,19.21638,28.828175,16.940165,13.437177,11.288787,11.841299,11.809807,9.80511,9.083227,7.273411,7.172907,5.8730454,6.605179,7.513148,6.366058,5.816396,5.8478827,5.2514167,2265.9869590021185,1105.77914885049,0.5169222086674893,4318.497515328323,1714.5127275248296,D:\datasets\Adults
346.wav,-316.7016,164.53044,-12.211959,32.623825,-25.318888,29.367138,-11.430184,12.856533,3.2606943,0.81286085,0.4138164,-0.28864846,6.210664,-2.648569,8.033043,-7.7178645,8.527613,-4.6972127,-0.018088164,0.34138158,33.110867,22.492737,17.021458,13.912429,16.373795,14.249723,13.080584,13.515818,8.974852,7.6312795,5.2766438,7.0214224,5.536997,6.5960965,7.066724,7.5399303,6.2560863,6.5207214,6.847169,7.146114,1308.2534458777857,603.3500313151183,2.188973176821543,2690.9027099609375,1581.2819182684586,D:\datasets\Adults
347.wav,-456.7034,111.37678,17.434168,16.520224,-10.341559,14.133072,-10.878496,-18.888021,-4.3027534,-10.123815,-13.26627,-7.092528,0.2426068,-5.262457,-8.34824,-5.5748677,-4.1053247,-9.360002,-3.0391693,-3.377508,68.719604,48.88042,17.087831,29.830738,25.288023,16.724766,15.125856,13.613404,10.574671,10.586622,9.678981,8.507408,10.015427,9.180495,8.582112,7.7769747,6.3822703,8.144937,7.0128794,8.607494,1319.648970788025,1054.7485721236849,1.9544556927951184,2305.2242298818005,1906.4172858640616,D:\datasets\Adults
348.wav,-361.7958,139.67624,5.325619,20.610966,-51.11648,-14.223097,-8.790724,-3.6741724,-20.722404,0.90753174,-6.446318,-5.497192,-4.622765,-2.2406497,8.394976,-11.899107,7.8109264,-6.5383015,-0.9119464,-3.5510652,88.69622,38.635777,32.851868,28.235,27.755816,18.618015,17.12463,12.981764,13.134867,10.659664,11.190531,9.5834,10.782151,13.28271,12.768865,14.631649,13.837432,10.867598,10.302337,9.632732,1258.0350415169685,594.2360954858904,1.1978785715185578,2437.139892578125,1663.8621754911692,D:\datasets\Adults
349.wav,-397.33206,137.57643,-10.683005,51.330124,-12.859841,5.565371,2.9182663,-10.001119,-8.630786,0.29909945,-1.7818537,-2.7934694,-1.4132708,-7.6467147,6.647568,-5.6192536,-1.8012685,3.0223382,-3.6767871,-2.2451084,83.120415,51.522537,27.405529,26.700481,25.937174,20.169476,13.103866,13.407681,10.020911,9.1155405,9.133321,7.7423186,7.280199,6.8227277,7.9710035,6.993725,5.820304,5.7813444,6.020993,4.5394287,1532.3961358217678,978.0598427954789,1.3405246478409991,2866.046905517578,1455.2170128460932,D:\datasets\Adults
35.wav,-266.80972,145.70929,6.8272038,35.9259,-9.570067,10.648126,-2.9873884,5.0193334,-3.7778182,3.3228579,8.647273,-1.6994852,5.8558903,4.6855693,4.2127213,-7.693014,2.7021253,-1.9208592,-0.22457667,-1.4173789,61.54959,25.655674,18.194809,21.123146,23.246037,18.90502,12.406279,10.193374,12.163473,6.399298,7.719923,5.9638634,6.851729,5.647864,6.366341,7.6070213,5.4396815,5.812476,5.9475083,4.6579027,1174.8486593077735,531.6372286948061,2.5226587267237877,2379.668172200521,1318.6207539412324,D:\datasets\Adults
350.wav,-321.75937,157.44371,-14.898972,31.23332,-3.2702146,4.5056386,-5.7278624,9.395751,-3.1305993,1.6691161,-0.9334237,-7.0200014,1.2193235,-13.9192095,7.074073,-7.976056,-6.195777,-1.1996056,-8.415802,-0.81382203,64.0833,17.263851,24.319832,27.436386,11.51432,14.204678,14.941787,8.09188,14.19137,9.397223,7.0321074,6.3445554,6.7177596,12.642289,8.55042,6.6027927,9.252329,6.619154,5.3821177,5.3430037,1108.8362466364515,319.98022552402784,0.9096874413545258,2171.412642960696,787.0574955138511,D:\datasets\Adults
351.wav,-470.04224,123.01066,36.20541,43.99197,-23.394922,10.807593,-6.283605,10.575291,-6.9785023,-17.345646,-1.1079646,-11.390031,1.8174378,-9.491369,3.7329414,2.775073,-1.6602482,1.959028,-2.481527,2.2330241,94.02356,53.840675,32.03911,19.028639,20.31242,14.683904,9.535152,11.096905,9.954961,11.050193,12.362448,8.033181,6.8276258,9.516641,5.7461476,5.147648,6.046196,4.4034142,5.6106076,5.8061485,1585.2969416437147,1007.4774895766303,0.9130539207149121,3144.3209134615386,2022.3562531282807,D:\datasets\Adults
352.wav,-320.93387,102.61433,-3.2177932,33.98759,19.155756,21.317675,-14.639875,0.22358786,-15.951411,-13.95519,-17.25919,-20.051296,-4.1882005,-20.789661,-4.8696027,-4.0235944,-5.112237,-1.6963187,1.3000698,-4.1617336,138.5757,49.603306,34.725582,25.73906,13.753833,10.250225,21.270506,12.18285,10.671217,9.221695,8.465058,12.76805,10.716825,10.524087,6.5746017,7.7435083,6.209775,5.039643,6.713907,4.878004,1247.8381116026071,582.2202661612682,2.80491945406981,2444.0185546875,1354.689217602654,D:\datasets\Adults
353.wav,-417.26547,135.68353,11.357421,52.324623,-15.766848,30.32794,-22.752651,8.129589,-9.591216,-0.04750061,-4.454452,-9.374705,4.5698633,-12.240788,7.6006045,-7.596764,4.295923,-3.8122113,2.6033883,0.8125737,59.583992,21.875814,18.84746,21.575428,15.231231,12.83202,10.993201,12.997938,7.4760504,5.924897,8.8862705,9.032601,6.5457654,8.864559,5.9410167,5.7282095,4.124803,7.7571273,4.8574653,3.9894447,1489.3206493573934,536.258739223955,1.197576795088541,3509.0010892427886,1561.9035903748381,D:\datasets\Adults
354.wav,-332.7388,122.74901,14.076394,20.783642,2.2260008,11.056039,-13.588991,-6.302005,-10.365551,-9.547207,-2.314369,-6.4680185,-10.935137,-4.139992,5.1602483,-11.600653,-4.635589,-6.4947166,-7.8251104,-8.346879,85.80692,45.25586,24.825224,23.620476,15.375344,17.34274,16.103422,13.624143,11.569766,9.14681,8.866912,10.478386,7.760924,7.3637276,7.5917373,9.147339,5.539444,5.033876,4.9582915,5.0973635,1197.611640688245,792.8688096518996,2.102454264390032,2290.3951009114585,1743.6543679834665,D:\datasets\Adults
355.wav,-291.0649,137.77061,-26.998903,27.478048,-16.196608,6.529984,-11.925076,-17.503302,-10.15482,-13.143106,-11.707777,-11.131635,-0.9540327,-11.561265,0.7443869,0.09473759,-6.713215,-1.4802319,-2.4114125,-9.620749,106.225784,44.89187,33.796745,34.764194,33.406773,16.313612,14.791692,12.328911,11.738558,13.863523,12.398051,11.797771,8.127729,10.598715,8.040681,8.317822,7.8894258,6.53769,6.6330757,6.2611184,1345.5175787531025,618.2949822104208,1.7989751054672345,2417.2190790591035,1248.8117688785799,D:\datasets\Adults
356.wav,-256.55728,144.21887,-43.492817,59.141804,-4.2578273,25.21841,-21.743458,-17.277666,-12.694368,-19.701212,-11.0124035,-20.317495,9.756025,-13.211875,-3.8397806,5.114099,-12.1922455,-3.2485156,-1.8345319,-6.5143943,46.012936,48.256668,23.666092,30.037428,17.064571,14.015896,16.94354,11.756931,13.170763,8.161429,9.590633,7.639774,12.466006,7.4510226,9.972703,9.119669,7.260617,6.4593306,7.677712,5.526246,1484.8574802968672,829.5367017042973,1.749500115560845,2740.0088552701272,1253.4613737002521,D:\datasets\Adults
357.wav,-448.3966,152.72025,20.90149,40.37319,11.499731,8.908068,-9.6391945,12.249359,-0.7264585,-0.8210567,3.1335423,4.6555777,3.3644304,-1.7830575,4.8880854,-7.0602207,-1.2430369,-2.3469014,1.4299188,-4.900172,102.14595,45.209545,28.199821,27.881235,25.742783,15.086198,14.997637,9.813126,12.444923,11.769096,6.5756097,5.8634844,6.2838864,7.132112,7.40588,8.024806,6.857388,4.9206505,5.108319,5.963047,892.6524071330064,657.0952591206246,1.6813504381878306,1721.6209998497595,1582.6753017447425,D:\datasets\Adults
358.wav,-441.45428,203.35825,51.93093,-24.193354,-11.552273,1.0059934,-21.182863,-33.6493,-16.074139,-3.2169538,-12.957781,-19.940016,-10.335424,-3.8185623,-10.711917,-15.018094,-9.279879,-6.7239323,-11.676852,-11.644911,52.156593,45.017868,28.523237,34.365444,31.032106,30.352732,21.347672,21.603352,19.10987,19.771189,18.655676,15.314227,14.124797,12.342779,14.168757,11.177205,12.865863,10.274193,13.170135,10.624449,579.676649469468,173.55861378170198,1.3806834025533745,965.502269847973,347.77644674703305,D:\datasets\Adults
359.wav,-329.94284,146.4178,-4.4209423,61.428608,-16.6813,-17.333712,-3.0022466,20.946608,-27.475182,1.3302244,10.431252,-9.34571,3.0532155,0.26357523,5.778786,-9.053063,6.668372,-9.671882,-2.9238536,-0.96557665,77.511024,49.860634,29.000134,24.716003,24.843674,29.26505,16.285894,10.946316,15.033143,13.146237,7.840518,8.528659,10.623393,8.167778,7.9782157,7.959952,6.4624124,6.973997,5.3821898,5.127455,1543.171448133797,957.7193964380563,1.7488062785617893,3142.8009033203125,1566.1110374079947,D:\datasets\Adults
36.wav,-304.7965,117.063805,-17.83533,34.336876,-11.405101,11.307321,-22.348654,-0.7795264,-27.134026,-2.8212514,-9.402575,-18.770569,0.28222942,-20.205976,8.595272,-8.426542,-2.004879,-3.6531973,-1.7185903,-0.094374366,89.30609,49.304604,27.534494,32.814827,24.194262,15.077072,13.714644,14.49085,15.7088,13.504617,14.942463,10.274109,10.922429,11.644459,8.446385,11.097114,9.573269,7.9832067,9.2400465,5.1674905,1724.8086853602192,1097.450847280881,1.7299748762620233,3277.5416698270633,1861.0540775305283,D:\datasets\Adults
360.wav,-326.40524,72.61398,-35.9381,62.931297,-26.680113,-2.5707352,-21.425188,-15.06661,-18.41821,-9.03227,-10.618389,-9.163229,-8.0896,-13.158308,4.705105,-18.254116,-4.84476,-8.053148,-4.594214,-3.9029198,84.640816,46.95468,32.035294,32.511326,22.456099,17.391008,15.985433,14.515047,10.644064,11.392831,9.296076,8.595182,8.594565,7.478309,8.560888,6.7462664,6.55874,7.351874,6.1581254,5.6648183,2305.831873044972,890.2565508193655,0.5121378789249221,4255.026189630682,1063.5022468174536,D:\datasets\Adults
361.wav,-334.92148,97.04183,-11.188434,50.887657,-37.297894,7.020586,-8.63091,-3.7626684,-1.1990874,-7.532395,3.439326,-8.715016,9.897288,-4.598863,-2.629497,-2.3253117,-0.94426024,1.731485,-5.4242816,1.1657537,67.96031,46.034306,16.953331,22.759665,14.816764,16.345757,10.216514,10.7334795,11.81384,9.726424,9.278544,7.3801847,6.262874,6.669412,5.7151246,4.708932,4.6880736,4.82011,5.1488547,5.673318,2217.1673907427516,879.7118997147194,-0.05252355749923929,4220.0257258628735,1461.7707479469916,D:\datasets\Adults
362.wav,-415.95938,146.18134,4.652922,42.217983,-13.833645,20.88537,-22.679596,-0.5861685,-12.375716,-1.6541764,-0.46105823,-1.314647,6.1060157,-5.1428127,5.835439,-9.226013,4.3486547,-7.5753803,2.1867418,-1.1665062,70.84747,39.245533,32.148056,22.243467,21.641998,18.208382,13.727531,10.216375,10.630892,8.259128,10.312704,9.975347,6.6845336,8.836562,9.167485,7.486765,6.9885564,5.681193,5.298813,6.3258414,1384.948602089359,856.748273022242,1.7105594686364176,2651.275634765625,1749.9240135295784,D:\datasets\Adults
363.wav,-220.54727,153.5484,-33.385273,60.47697,-17.456102,20.50538,8.9521,-25.461756,-7.630665,-17.474165,-16.170778,-2.0482314,-9.164876,-15.887123,-0.15637171,-5.392384,0.1444101,-3.1990566,-3.0198383,3.9641638,66.95173,29.691843,21.89702,16.65236,19.772278,14.518755,12.776243,13.808602,11.572322,12.451232,10.188788,9.465411,9.351063,7.8473487,6.41978,6.5422134,5.958252,6.8744407,6.333635,5.318149,1302.3885155311027,507.4932003276095,1.2614663485955613,2846.519978841146,1069.8815552991298,D:\datasets\Adults
364.wav,-358.2556,120.83554,-28.291086,60.002556,-11.519376,23.80998,-19.38735,-13.830932,-12.722542,-15.725606,-5.2193184,-23.778408,-2.891458,-11.582652,-4.588095,-5.5675473,-4.8271484,-6.3008094,-5.553519,-0.18244371,54.469578,39.80219,30.872412,24.134916,22.03345,21.562511,16.075544,13.22388,11.925778,9.264489,11.80286,9.945073,6.8522263,7.8347282,8.818326,7.610845,6.0283,7.507201,5.940479,5.07331,1748.101984315571,977.3456653821559,1.059323696205649,3324.8685396634614,1545.2171732296108,D:\datasets\Adults
365.wav,-553.77203,92.1469,-4.6954484,24.705286,-21.436071,17.729303,-1.7697105,11.596715,-5.336899,0.9885871,0.15017413,0.6103316,7.2654314,-5.6713257,3.9160423,-4.9551735,7.208805,-2.4351454,0.7176177,-0.09299645,60.45987,36.803627,22.330618,16.363245,22.576454,14.200196,11.462255,10.195917,9.558798,5.8763323,7.530589,5.7962465,5.2830644,6.4100623,7.8170667,5.4685364,6.038597,7.015157,5.761204,5.546437,2119.976663915882,608.409202945532,-1.0986419470401823,4559.709061726485,1632.532026672359,D:\datasets\Adults
366.wav,-415.79904,141.3781,-8.403761,27.664589,-25.587225,37.672607,-18.048586,-5.458272,-4.605775,-6.2527413,-1.5534527,-3.7378767,3.102887,-10.107758,4.935254,-7.8660984,2.146797,-6.970035,-2.687711,-3.7491329,80.337975,42.102127,26.88516,19.461329,23.579851,19.579395,18.403246,11.501298,9.548297,10.948924,7.308711,9.867807,7.993248,7.0424657,7.708651,7.6022873,6.256269,6.289584,5.1943035,5.2539353,1675.4244426511877,819.5469890236184,0.909400053852018,3311.7652306189902,1727.0223966244298,D:\datasets\Adults
367.wav,-515.25287,147.47069,-47.396072,44.49906,34.645603,-12.877846,22.085419,-6.873479,-20.08569,1.5241346,-19.03569,-8.350857,4.362907,-12.432511,3.8597248,9.19735,-2.930302,9.574841,8.536751,0.76718473,67.66012,37.235657,25.983925,21.048212,16.225313,12.168982,10.777345,11.776482,13.112421,12.632727,16.547867,7.8921065,7.0189495,10.992303,7.314997,5.209267,4.888617,6.72039,5.932271,4.33964,1157.939896352755,345.9528427953246,0.9412658078291032,2478.6674360795455,630.0011575605462,D:\datasets\Adults
368.wav,-249.89796,142.85023,-52.286587,50.72236,-16.103329,27.007576,-9.273453,-6.2048926,-13.5451765,-3.6654432,-6.1718245,-11.41007,5.3220406,-15.843948,5.0679765,-12.024938,-3.5539038,-1.0672766,-5.341412,-2.0921836,111.722015,51.27825,36.934196,29.124153,22.70327,17.654375,13.569812,13.416921,13.990648,9.146034,11.831799,9.777769,7.5317616,8.108381,8.609415,8.4872875,6.73597,7.2083063,5.400817,5.2084026,1704.3929889536205,841.0382296309457,0.8645574289247913,3169.6875,1418.9809025312059,D:\datasets\Adults
369.wav,-264.50116,163.69626,16.284683,38.30143,8.877601,18.942062,-6.9300985,1.1257659,4.9472427,-0.754601,-8.668254,7.0601363,5.6233945,-3.0955977,7.249109,-2.7905188,6.787176,3.3644724,-1.3533018,-2.1183858,118.27208,34.002914,37.515434,26.436533,15.604918,12.348328,22.9737,13.454064,8.327396,12.430756,17.391142,9.169072,6.2509,7.1901193,6.8214426,11.627732,5.22654,5.8847356,4.524502,5.549691,766.5054711186456,405.15681807264804,0.764298656832171,1378.125,991.9306889785021,D:\datasets\Adults
37.wav,-448.16443,130.95,-14.371212,44.498898,-36.688595,-13.992227,-15.061448,-6.277568,-25.624207,-16.820023,-11.121457,-19.427824,-8.530957,-14.429866,-8.387744,-17.186539,-5.794392,-11.931494,-4.5130095,-1.7883404,42.447037,30.75992,16.492165,20.235285,16.065676,13.856712,11.038284,11.441398,9.429735,10.910089,9.201649,6.2326183,4.360123,6.6176834,6.9481845,6.063865,6.0148897,4.553151,5.529214,5.8359027,1466.9959516516737,651.5972241460872,0.3160671432695724,2817.8349609375,1441.0766030611803,D:\datasets\Adults
370.wav,-361.37036,142.96938,-9.118525,54.780888,-7.002016,1.328119,-13.813795,-12.240589,-8.736035,-17.160051,-4.525268,-18.279327,-11.093389,-5.8376465,-2.9658537,-6.0899935,-7.1832037,0.10928158,2.8129697,-2.0135634,63.320995,62.511772,35.370026,33.04008,32.942986,25.740425,13.609754,13.191606,11.196061,12.110215,15.049132,10.80517,9.488241,8.785692,8.047778,6.3175354,7.5937667,8.345381,6.3558416,6.4245305,1499.1328114799437,1193.581595166242,1.1531366295617969,2566.987101236979,1823.0374776086892,D:\datasets\Adults
371.wav,-469.8018,75.14927,-25.552706,32.27426,-34.23792,22.062328,-31.261133,3.9869113,-28.107298,-13.906207,-12.895776,-16.970339,-3.1929858,-20.00609,-3.2684326,-17.831684,0.4576729,-13.340472,-4.5562325,-9.944112,83.77147,32.051292,27.54682,21.415556,19.1308,18.123207,13.9009495,11.844411,10.68436,8.281943,7.156038,9.346884,6.9829793,6.434699,6.4253297,7.28272,9.2466,7.933375,6.278578,6.4941506,2831.954412613518,653.4702811905873,0.5125809195743003,5732.6670328776045,823.3287631352902,D:\datasets\Adults
372.wav,-474.70813,113.5325,-5.7766294,57.18407,-33.148285,11.566435,-30.335844,10.495231,-14.857631,-13.353465,-1.611206,-9.812773,1.7974519,-0.8092136,-1.8846154,-12.477547,10.27267,-8.907504,3.9650552,0.7365129,47.025005,32.04531,23.636301,24.147938,22.894096,22.192965,13.871663,8.994247,7.6820874,13.613706,7.808883,4.8762736,7.982873,8.698061,5.698658,6.9795847,6.719291,6.5059714,9.442873,9.61716,2024.0608807954475,1094.2381140133577,1.2636689806236867,3941.331722861842,1799.9356107822239,D:\datasets\Adults
373.wav,-330.55002,138.05943,3.2379231,30.808428,-26.877752,-2.0200725,-5.4513273,-1.6619027,-18.906656,-10.48654,-6.7591696,-15.959241,-3.1308844,-9.583818,2.1997976,-3.1617875,-11.027283,-9.004844,0.90956205,-3.5589283,116.837234,54.257988,32.543472,24.915287,26.915602,22.430826,15.726216,14.113958,16.369308,14.399896,9.397087,10.783707,7.7217736,9.1078,7.489503,7.048631,7.8716154,8.415678,7.142985,4.7840977,1287.002342935779,777.511504221322,1.5732032595327712,2474.366519325658,1701.8205492377788,D:\datasets\Adults
374.wav,-182.63275,90.81801,-69.16719,54.025234,-49.3796,16.290594,-26.669891,3.4912112,-13.285079,-4.366958,6.0890822,2.7838671,9.892664,-12.327601,15.764608,-9.513052,1.1234293,-3.27645,3.0949252,0.94227153,110.4332,43.578392,36.68758,22.505135,21.098696,17.043652,15.036544,15.2049265,14.441584,9.453153,11.590508,10.364956,7.485143,7.2836204,7.718979,8.098607,8.410941,6.0987544,5.121916,4.458273,2777.570616877838,832.8442143374326,0.21524918154803327,4821.718462775735,1150.2929052912982,D:\datasets\Adults
375.wav,-477.6418,143.30081,3.5401063,54.868267,-18.642107,-0.1387321,-5.109045,-6.328679,-6.0042796,-1.6939934,-9.632609,-4.426889,-0.63377875,-10.59891,3.7010446,-7.5934324,-3.3824956,-6.609499,-5.580768,-4.910998,117.66968,54.812416,35.318367,30.688707,28.391499,25.818048,20.38134,11.674071,9.461858,8.754436,13.032815,7.881404,7.7575135,11.045276,9.047405,7.480847,5.9057784,5.4623723,6.5585938,6.268945,1238.0003220106314,777.5851095614336,2.193649155244406,2407.3323567708335,1671.7224377497585,D:\datasets\Adults
376.wav,-252.20087,116.95473,-23.829777,53.800774,-21.007118,18.090576,-17.878132,2.347247,-4.511986,3.345838,-0.99984306,-11.918386,5.577379,-5.4122496,5.07067,-7.561394,1.5263586,-4.8804226,-4.4973526,-3.3152003,59.681602,17.704563,20.428324,18.559402,14.38657,13.450695,12.595748,11.523221,7.8469896,7.018618,11.115648,8.718081,6.638725,6.9982266,7.8912435,7.256441,5.402852,5.889554,6.964256,10.012279,1750.5812690957055,539.2841817995596,0.9117304834842552,3945.1183319091797,1107.6064576233966,D:\datasets\Adults
377.wav,-238.31488,138.87962,-49.882225,17.57908,-0.7576293,-44.45392,-17.687382,-19.800072,-24.159937,-6.7199044,-6.8946533,0.5672139,-11.044566,-23.825644,0.04061184,-6.5865784,-19.628641,-5.8398733,-4.8606668,-8.836281,86.149284,31.340656,45.883347,21.639244,21.348125,23.693213,13.10844,12.505177,12.538538,8.996773,10.74398,8.746415,8.950255,7.9278326,10.659377,8.098408,7.747638,9.191849,7.7312446,6.855099,1238.1649246229674,310.0432437163454,0.34369316781006676,2314.129169170673,751.3224401998233,D:\datasets\Adults
